job_title,salary_min,salary_max,company_name,rating,location_city,location_state,hq_city,hq_state,founded,industry
Validation Engineer I,43000,84000,Aequor Technologies Inc,4.2,Houston, TX,Piscataway, NJ,1998,IT Services
Pipeline Integrity Engineer,43000,84000,TC Energy,4.0,Houston, TX,Calgary, Canada,1951,Oil & Gas Services
Aerospace Engineer,62000,92000,Leidos Holdings Inc.,3.5,Houston, TX,Reston, VA,1969,Aerospace & Defense
Azure Data Engineer,62000,92000,Diverse Lynx,3.9,Houston, TX,Princeton, NJ,2002,IT Services
Data Scientist,62000,92000,CGG,3.7,Houston, TX,Paris, France,1931,Oil & Gas Services
Senior Applied Data Engineer,62000,92000,Civis Analytics,3.2,Houston, TX,Chicago, IL,2013,Enterprise Software & Network Solutions
Data Platform Engineer III,62000,92000,Genuent,3.5,Houston, TX,Houston, TX,2006,Staffing & Outsourcing
Data Platform Engineer,62000,92000,Odyssey Information Services,4.4,Houston, TX,Plano, TX,2000,IT Services
Software Engineer,62000,92000,Project Ronin,4.9,Houston, TX,San Mateo, CA,2018,Computer Hardware & Software
BI Engineer,62000,92000,Crown Castle,3.6,Houston, TX,Houston, TX,1994,Telecommunications Services
Validation Engineer I,62000,92000,Aequor Technologies Inc,4.2,Houston, TX,Piscataway, NJ,1998,IT Services
Sr Data Engineer,62000,92000,Wise Men Consultants,3.2,Houston, TX,Houston, TX,1997,IT Services
Integration Engineer,62000,92000,Rice University,4.5,Houston, TX,Houston, TX,1912,Colleges & Universities
Validation Engineer I,62000,92000,Source One Technical Solutions,5.0,Houston, TX,Somerville, NJ,2003,Staffing & Outsourcing
Biotechnology Quality Engineer,62000,92000,"Lonza, Inc.",3.3,Houston, TX,Basel, Switzerland,1897,Biotech & Pharmaceuticals
Software Engineer,62000,92000,Liongard,4.9,Houston, TX,Houston, TX,2015,Enterprise Software & Network Solutions
Advanced AI Engineer,62000,92000,Honeywell,3.8,Houston, TX,Charlotte, NC,1885,Computer Hardware & Software
Backend Software Engineer,62000,92000,LearnPlatform,4.5,Houston, TX,Raleigh, NC,2014,K-12 Education
DevOps Engineer,62000,92000,Management Controls,4.1,Houston, TX,Houston, TX,1989,Enterprise Software & Network Solutions
Digital Design Engineer -,62000,92000,RightWorks Inc,4.4,Houston, TX,Newport, RI,2008,Staffing & Outsourcing
VP of Data and Analytics,62000,92000,TEAM International,4.4,Houston, TX,Lake Mary, FL,1991,IT Services
Principal Data Engineer,55000,106000,IHS Markit,3.5,Houston, TX,London, United Kingdom,2016,Consulting
Sales Engineer,55000,106000,Snowflake,4.0,Houston, TX,San Mateo, CA,2012,Enterprise Software & Network Solutions
Network Data Engineer,55000,106000,eTeam Inc.,3.7,Houston, TX,South Plainfield, NJ,1999,Staffing & Outsourcing
Forward Deployed Engineer,55000,106000,C3.ai,4.7,Houston, TX,Redwood City, CA,2009,Enterprise Software & Network Solutions
Lead Big Data Engineer / Architect - Director,55000,106000,"JPMorgan Chase Bank, N.A.",3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Cloud DevOps Engineer (REMOTE),55000,106000,"VMware, Inc.",4.2,Houston, TX,Palo Alto, CA,1998,Computer Hardware & Software
Validation Engineer I (Lab Equipment),55000,106000,The Fountain Group,3.6,Houston, TX,Tampa, FL,2001,Staffing & Outsourcing
Software Engineer,55000,106000,CyberCoders,4.2,Houston, TX,Irvine, CA,1999,Staffing & Outsourcing
Software Engineer/Data Analyst,55000,106000,Crawford Thomas Recruiting,5.0,Houston, TX,Orlando, FL,2007,Staffing & Outsourcing
Scientific Software Engineer,55000,106000,Tachyus,4.6,Houston, TX,Berkeley, CA,2014,Oil & Gas Services
Federal - Data Engineer - Senior,55000,106000,Solekai Systems Corp,4.2,Houston, TX,San Diego, CA,2002,Computer Hardware & Software
Software Engineer,55000,106000,JPMorgan Chase & Co.,3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Platform Engineer,55000,106000,Arthur Lawrence,4.1,Houston, TX,Upland, CA,2003,Consulting
Python Data Engineer/Developer (9-15 yrs),55000,106000,Wise Men Consultants,3.2,Houston, TX,Houston, TX,1997,IT Services
Automation-PLC Programmer/Engineer,55000,106000,NERI,5.0,Houston, TX,Chicago, IL,1989,Real Estate
Software Engineer,55000,106000,Drilling Info,3.6,Houston, TX,Austin, TX,1999,Energy
Lunar Gateway Data Integration Software Engineer,55000,106000,CACI International,3.6,Houston, TX,Arlington, VA,1962,Aerospace & Defense
Sr Big Data Engineer,55000,106000,Crown Castle USA Inc,3.6,Houston, TX,Houston, TX,1994,Telecommunications Services
Integrity Engineer,69000,103000,Mashpoint,4.2,Houston, TX,Iselin, NJ,2012,IT Services
Software Development Engineer in Testing,69000,103000,Tavant,3.7,Houston, TX,Santa Clara, CA,2000,Enterprise Software & Network Solutions
Software Engineer,69000,103000,GMV Syncromatics,2.0,Houston, TX,Los Angeles, CA,2006,Computer Hardware & Software
Service Reliability Engineer -IHM,69000,103000,Discover,3.8,Houston, TX,Riverwoods, IL,1985,Financial Transaction Processing
Drainage Engineer,69000,103000,Transystems,3.2,Houston, TX,Kansas City, MO,1966,Architectural & Engineering Services
Software Engineer,69000,103000,Barrios Technology,3.7,Houston, TX,Houston, TX,1993,Aerospace & Defense
Senior Data Scientist - Nationwide Opportunities,69000,103000,Amazon,3.9,Houston, TX,Seattle, WA,1994,Internet
Exchange Engineer,69000,103000,Genuent,3.5,Houston, TX,Houston, TX,2006,Staffing & Outsourcing
Senior Software Engineer - Data,69000,103000,NJF Global Holdings,4.2,Houston, TX,London, United Kingdom,2003,Staffing & Outsourcing
Technology Solutions Engineer,69000,103000,McKinstry,3.5,Houston, TX,Seattle, WA,1960,Construction
Network Infrastructure Engineer/Architect,69000,103000,IBM,3.7,Houston, TX,Armonk, NY,1911,IT Services
Data Center Electrical Engineer (Tier 3 & 4 Datacenter design),69000,103000,Kimmel & Associates,3.4,Houston, TX,Asheville, NC,1981,Advertising & Marketing
Sales Engineer,69000,103000,Distribution Now,2.4,Houston, TX,Houston, TX,2013,Oil & Gas Services
R&D Optoelectronics Device Reliability Engineer,69000,103000,Applied Optoelectronics,2.3,Houston, TX,Sugar Land, TX,1997,Telecommunications Manufacturing
VP Data and Analytics JW0US,69000,103000,iSphere,4.8,Houston, TX,Houston, TX,2000,IT Services
Software Engineer,69000,103000,Invoice Cloud,4.3,Houston, TX,Braintree, MA,2009,Financial Transaction Processing
Data Platform Engineer - Senior,54000,113000,G.A.S. Global,3.0,Houston, TX,Sugar Land, TX,1970,Consulting
Java Server Engineer,54000,113000,"JPMorgan Chase Bank, N.A.",3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Reliability Engineer (Supporting NASA at Johnson Space Center),54000,113000,KBR,3.7,Houston, TX,Houston, TX,1901,Energy
VP Data and Analytics,54000,113000,iSphere,4.8,Houston, TX,Houston, TX,2000,IT Services
Infrastructure Engineer - Websphere Application Server,54000,113000,Analysts International,3.8,Houston, TX,Minneapolis, MN,1966,IT Services
LabVIEW Software Engineer,54000,113000,Engineering Research,2.7,Houston, TX,Oak Ridge, TN,1993,Building & Personnel Services
Wireless Solutions Engineer - Sales Analytics,54000,113000,Crown Castle,3.6,Houston, TX,Houston, TX,1994,Telecommunications Services
Software Engineer,54000,113000,Visionet Systems,4.0,Houston, TX,Cranbury, NJ,1995,IT Services
C# Javascript Software Engineer,54000,113000,JPMorgan Chase & Co.,3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Software Engineer (Web Development),54000,113000,"JPMorgan Chase Bank, N.A.",3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
UI Software Engineer Lead,54000,113000,Apex Systems,3.8,Houston, TX,Glen Allen, VA,1995,Staffing & Outsourcing
Systems Engineer,54000,113000,LivaNova,3.1,Houston, TX,London, United Kingdom,2015,Biotech & Pharmaceuticals
DevOps Engineer,54000,113000,Corva,5.0,Houston, TX,Houston, TX,2017,Oil & Gas Services
Lunar Gateway Space Vehicle Data Software Systems Engineer,54000,113000,CACI International,3.6,Houston, TX,Arlington, VA,1962,Aerospace & Defense
LabVIEW Software Engineer,54000,113000,"Jacobs Engineering Group, Inc.",3.6,Houston, TX,Dallas, TX,1947,Architectural & Engineering Services
Future Opportunity: Azure Security Engineer,54000,113000,AVANADE,3.9,Houston, TX,Seattle, WA,2000,IT Services
Cloud Software Engineer,54000,113000,Klanik Consulting,4.3,Houston, TX,Marseille, France,2011,Consulting
DevOps Engineer,74000,123000,IBM,3.7,Houston, TX,Armonk, NY,1911,IT Services
Mechanical Reliability Engineer,74000,123000,Ascend Performance Materials,3.4,Houston, TX,Houston, TX,2009,Chemical Manufacturing
Software Engineer,74000,123000,K-Tek Resourcing LLC,3.9,Houston, TX,Houston, TX,2006,IT Services
Intermediate Pipeline Engineer,74000,123000,exp.,3.3,Houston, TX,Brampton, Canada,1906,Architectural & Engineering Services
Electrical Engineer III,74000,123000,Apache Corporation,3.5,Houston, TX,Houston, TX,1954,Oil & Gas Exploration & Production
Exchange Engineer,74000,123000,Robert Half,3.5,Houston, TX,Menlo Park, CA,1948,Staffing & Outsourcing
Systems Engineer- Product Security Engineer,74000,123000,LivaNova,3.1,Houston, TX,London, United Kingdom,2015,Biotech & Pharmaceuticals
"Field Engineer - Houston, Texas",74000,123000,ExterNetworks Inc.,3.8,Houston, TX,Piscataway, NJ,2001,IT Services
Systems Integration Engineer,74000,123000,Stress Engineering Services,2.9,Houston, TX,Houston, TX,1972,Architectural & Engineering Services
AI OCR Engineer (Ony W2),74000,123000,ACS Solutions,4.0,Houston, TX,Duluth, GA,1998,IT Services
QA UI Automation Engineer,74000,123000,JPMorgan Chase & Co.,3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Java Software Engineer - Server Side,74000,123000,JPMorgan Chase & Co.,3.9,Houston, TX,New York, NY,1799,Investment Banking & Asset Management
Platform Engineer,74000,123000,ObjectWin Technology Inc,4.1,Houston, TX,Houston, TX,1997,IT Services
Data Management Engineer,69000,122000,ASML,3.6,Chandler, AZ,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Data Engineer,69000,122000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Data Engineer II,69000,122000,Discount Tire,4.0,Scottsdale, AZ,Scottsdale, AZ,1960,Automotive Parts & Accessories Stores
Data Warehouse Engineer,69000,122000,McKesson,3.4,Scottsdale, AZ,Irving, TX,1833,Health Care Services & Hospitals
Data Analyst,69000,122000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Senior Data Engineer,69000,122000,Discount Tire,4.0,Scottsdale, AZ,Scottsdale, AZ,1960,Automotive Parts & Accessories Stores
ETL/Data Engineer I (datastage),69000,122000,USAA,3.6,Phoenix, AZ,San Antonio, TX,1922,Insurance Carriers
Senior Data Engineer,69000,122000,Axon,3.7,Scottsdale, AZ,Scottsdale, AZ,1991,Computer Hardware & Software
Competence Engineer 1,69000,122000,ASML,3.6,Chandler, AZ,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Data Engineer,69000,122000,IntraEdge,3.8,Scottsdale, AZ,Chandler, AZ,2002,IT Services
QA Engineer,69000,122000,InEight,3.8,Scottsdale, AZ,Scottsdale, AZ,1989,Computer Hardware & Software
Data Conversion Engineer,69000,122000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Data Engineer,69000,122000,Freestar,4.9,Phoenix, AZ,Phoenix, AZ,2016,Advertising & Marketing
"Battery Process Engineer, Advanced Manufacturing",69000,122000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Engineer,69000,122000,DEREX TECHNOLOGIES INC.,4.1,Phoenix, AZ,Harrison, NJ,1996,Enterprise Software & Network Solutions
Sr. Database Engineer,69000,122000,Digital Air Strike,3.9,Scottsdale, AZ,Scottsdale, AZ,2010,Computer Hardware & Software
Chassis Process Engineer Advanced Manufacturing,69000,122000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Analytics Engineer,69000,122000,Charles Schwab Corporation,3.6,Phoenix, AZ,San Francisco, CA,1973,Investment Banking & Asset Management
Data Engineer,69000,122000,Sprouts Farmers Market,2.9,Phoenix, AZ,Phoenix, AZ,2002,Food & Beverage Stores
Traffic Engineer - Project Manager,69000,122000,Civtech Inc.,4.5,Scottsdale, AZ,Scottsdale, AZ,2002,Transportation Management
Big Data Engineer,69000,122000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Data Warehouse Engineer,79000,104000,McKesson,3.4,Scottsdale, AZ,Irving, TX,1833,Health Care Services & Hospitals
Data Engineer II,79000,104000,Discount Tire,4.0,Scottsdale, AZ,Scottsdale, AZ,1960,Automotive Parts & Accessories Stores
Sr Data Analyst,79000,104000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Data Engineer,79000,104000,Blue Rose Technologies LLC,3.2,Tempe, AZ,Bengaluru, India,2010,IT Services
Data Engineer,79000,104000,Diverse Lynx,3.9,Phoenix, AZ,Princeton, NJ,2002,IT Services
Data Engineer,79000,104000,Swift Refrigerated,3.3,Phoenix, AZ,Phoenix, AZ,1966,Trucking
Data Engineer,79000,104000,GTN Technical Staffing,4.0,Phoenix, AZ,Dallas, TX,2000,Staffing & Outsourcing
Machine Learning Engineer,79000,104000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Data Engineer II,79000,104000,Silicon Valley Bank,3.5,Tempe, AZ,Santa Clara, CA,1983,Banks & Credit Unions
Data Warehouse Engineer,79000,104000,McKesson,3.4,Scottsdale, AZ,Irving, TX,1833,Health Care Services & Hospitals
ADAS Test V&V Engineer,79000,104000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Engineer,79000,104000,Kforce,4.1,Phoenix, AZ,Tampa, FL,1966,Staffing & Outsourcing
Software Engineer,79000,104000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Software Engineer,79000,104000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Principal Data Scientist,79000,104000,Discount Tire,4.0,Scottsdale, AZ,Scottsdale, AZ,1960,Automotive Parts & Accessories Stores
Senior Data Engineer,79000,104000,thredUP,3.9,Phoenix, AZ,Oakland, CA,2009,"Department, Clothing, & Shoe Stores"
Data Conversion Test Engineer,79000,104000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Web Engineer 2,79000,104000,Shutterfly,3.2,Tempe, AZ,Redwood City, CA,1999,Internet
"Lead Engineer, Exteriors",79000,104000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Engineer,79000,104000,The Judge Group,3.5,Tempe, AZ,Wayne, PA,1970,Staffing & Outsourcing
Software Development Engineer I,79000,104000,Amazon,3.9,Tempe, AZ,Seattle, WA,1994,Internet
Senior Validation and Verification Engineer,79000,104000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Senior Data Engineer,81000,141000,Discount Tire,4.0,Scottsdale, AZ,Scottsdale, AZ,1960,Automotive Parts & Accessories Stores
ETL/Data Engineer I (datastage),81000,141000,USAA,3.6,Phoenix, AZ,San Antonio, TX,1922,Insurance Carriers
Data Analyst,81000,141000,Modis,3.2,Phoenix, AZ,Zurich, Switzerland,1994,Staffing & Outsourcing
Solution Engineer,81000,141000,Internap Network Services,3.1,Chandler, AZ,Atlanta, GA,1996,Internet
Senior Data Engineer,81000,141000,Xoriant Corporation,3.6,Phoenix, AZ,Sunnyvale, CA,1990,IT Services
Civil Engineer 3,81000,141000,DOWL,4.5,Tempe, AZ,Seattle, WA,1962,Architectural & Engineering Services
Big Data Engineer,81000,141000,Sysmind LLC,4.1,Phoenix, AZ,Princeton Junction, NJ,1999,Enterprise Software & Network Solutions
Data Engineer role(SQL/Python/AWS)-Remote,81000,141000,Clairvoyant,4.0,Tempe, AZ,Chandler, AZ,2012,IT Services
Senior Thermal Modeling Engineer,81000,141000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Scientist - Nationwide Opportunities,81000,141000,Amazon,3.9,Phoenix, AZ,Seattle, WA,1994,Internet
Senior Data Engineer,81000,141000,StrongMind,3.8,Chandler, AZ,Chandler, AZ,2000,K-12 Education
Data Engineer,81000,141000,circle k,2.9,Tempe, AZ,Tempe, AZ,1951,Gas Stations
Data Analyst/Engineer,81000,141000,The Accuro Group,3.0,Tempe, AZ,Raleigh, NC,2003,Staffing & Outsourcing
Software Engineer - Entry Level - Remote,81000,141000,Woz U,4.1,Phoenix, AZ,Scottsdale, AZ,2017,Education Training Services
Sr. ETL/Database Developer - Apps Systems Engineer 5,81000,141000,Wells Fargo,3.6,Phoenix, AZ,San Francisco, CA,1852,Banks & Credit Unions
Sr. Data Engineer,81000,141000,Hewlett Packard Enterprise,3.8,Phoenix, AZ,Palo Alto, CA,2015,Enterprise Software & Network Solutions
Big Data Engineer,81000,141000,Xoriant Corporation,3.6,Phoenix, AZ,Sunnyvale, CA,1990,IT Services
BIG DATA ENGINEER,81000,141000,Metasys Technologies,4.8,Phoenix, AZ,Atlanta, GA,2000,Staffing & Outsourcing
AWS Data Engineer,81000,141000,Xoriant Corporation,3.6,Phoenix, AZ,Sunnyvale, CA,1990,IT Services
Big-Data Engineer,81000,141000,Nucleusteq,5.0,Phoenix, AZ,Phoenix, AZ,2018,IT Services
Geometric Dimensioning & Tolerancing (GD&T) Lead Engineer,81000,141000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Big Data Java Engineer,81000,141000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Integration Engineer,81000,141000,Very Good Security,4.9,Phoenix, AZ,San Francisco, CA,2015,Computer Hardware & Software
Data Engineer,87000,104000,IntraEdge,3.8,Scottsdale, AZ,Chandler, AZ,2002,IT Services
Senior Data Engineer,87000,104000,Axon,3.7,Scottsdale, AZ,Scottsdale, AZ,1991,Computer Hardware & Software
Full Stack Engineer,87000,104000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Software Engineer - MacOS,87000,104000,Zoom,4.8,Phoenix, AZ,San Jose, CA,2011,IT Services
Big Data Engineer,87000,104000,Diverse Lynx,3.9,Phoenix, AZ,Princeton, NJ,2002,IT Services
Software Engineer,87000,104000,Proctorio,5.0,Scottsdale, AZ,Scottsdale, AZ,2013,Computer Hardware & Software
Software Engineer,87000,104000,Redwood Dental,4.3,Phoenix, AZ,Troy, MI,1982,Health Care Services & Hospitals
"QA Test Engineer, AVP",87000,104000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Java with big data engineer,87000,104000,Sysmind LLC,4.1,Phoenix, AZ,Princeton Junction, NJ,1999,Enterprise Software & Network Solutions
Senior Data Engineer,87000,104000,U-Haul,3.1,Phoenix, AZ,Reno, NV,1945,Truck Rental & Leasing
Data Engineer - Brand Program,87000,104000,Amazon,3.9,Tempe, AZ,Seattle, WA,1994,Internet
Senior Systems Engineer,87000,104000,Juniper Networks,3.8,Phoenix, AZ,Sunnyvale, CA,1996,Telecommunications Services
Data Engineer/Bigdata Engineer,87000,104000,Xoriant Corporation,3.6,Phoenix, AZ,Sunnyvale, CA,1990,IT Services
Senior Dynamics 365 Engineer,87000,104000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Scientist,87000,104000,Amazon,3.9,Tempe, AZ,Seattle, WA,1994,Internet
Senior Data Engineer,87000,104000,Diverse Lynx,3.9,Chandler, AZ,Princeton, NJ,2002,IT Services
Application Performance Engineer Lead,87000,104000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Network Operations Engineer,87000,104000,Discover,3.8,Phoenix, AZ,Riverwoods, IL,1985,Financial Transaction Processing
"Senior Associate, Big Data Software Engineer",87000,104000,KPMG,3.9,Phoenix, AZ,Amstelveen, Netherlands,1987,Accounting
Big Data Developer,87000,104000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Big Data Engineer/Admin,87000,104000,"Allstate Insurance - 1202 Irving, TX",3.4,Tempe, AZ,Northbrook, IL,1931,Insurance Agencies & Brokerages
Software Engineer,87000,104000,Synchronoss,3.2,Phoenix, AZ,Bridgewater, NJ,2000,Enterprise Software & Network Solutions
Data Engineer/Database Analyst/Data Analyst,87000,104000,Infotree Service Inc,3.7,Chandler, AZ,Canton, MI,2004,Advertising & Marketing
Senior ADAS Test V&V Engineer,87000,104000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Data Conversion Engineer,73000,126000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Big Data Java Engineer,73000,126000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Test Data Management Engineer with Mainframe Experience,73000,126000,CYNET SYSTEMS,4.0,Phoenix, AZ,Ashburn, VA,2010,IT Services
Java Engineer,73000,126000,Nextiva,4.3,Scottsdale, AZ,Scottsdale, AZ,2006,Enterprise Software & Network Solutions
Azure Data Engineer,73000,126000,Kforce,4.1,Tempe, AZ,Tampa, FL,1966,Staffing & Outsourcing
SQL Database Engineer,73000,126000,Foresight Intelligence,3.5,Scottsdale, AZ,Scottsdale, AZ,2008,Computer Hardware & Software
Big Data Engineer w/ Azure,73000,126000,Nucleusteq,5.0,Phoenix, AZ,Phoenix, AZ,2018,IT Services
Database Security Engineer,73000,126000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Data & Reporting Lead - Apps Systems Engineer 6,73000,126000,Wells Fargo,3.6,Chandler, AZ,San Francisco, CA,1852,Banks & Credit Unions
Big Data Engineer,73000,126000,Impetus Technologies,3.7,Phoenix, AZ,Los Gatos, CA,1991,Computer Hardware & Software
Ab Initio Engineer,73000,126000,Wells Fargo,3.6,Chandler, AZ,San Francisco, CA,1852,Banks & Credit Unions
"Platform Software Engineer, Infrastructure",73000,126000,Zoom,4.8,Phoenix, AZ,San Jose, CA,2011,IT Services
Software Engineer 2,73000,126000,Shamrock Foods,3.4,Phoenix, AZ,Phoenix, AZ,1922,Food & Beverage Manufacturing
Software Development Engineer,73000,126000,Amazon,3.9,Tempe, AZ,Seattle, WA,1994,Internet
Platform Software Engineer,73000,126000,Zoom,4.8,Phoenix, AZ,San Jose, CA,2011,IT Services
Big Data Engineer,58000,94000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Data Conversion Test Engineer,58000,94000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Software Engineer - Instant Messaging Application,58000,94000,Zoom,4.8,Phoenix, AZ,San Jose, CA,2011,IT Services
Senior Data Engineer,58000,94000,Adwait Algorithm,4.4,Chandler, AZ,Houston, TX,2015,IT Services
Informatica IDQ - Data Engineer II,58000,94000,Silicon Valley Bank,3.5,Tempe, AZ,Santa Clara, CA,1983,Banks & Credit Unions
Software Engineer - Mac,58000,94000,Zoom,4.8,Phoenix, AZ,San Jose, CA,2011,IT Services
Data & Reporting Lead - Apps Systems Engineer 6,74000,145000,Wells Fargo,3.6,Chandler, AZ,San Francisco, CA,1852,Banks & Credit Unions
Big Data Engineer II,74000,145000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Greenplum /Big Data Engineer/Architect,74000,145000,Infotree Service Inc,3.7,Chandler, AZ,Canton, MI,2004,Advertising & Marketing
Principal Data Engineer,74000,145000,IHS Markit,3.5,Scottsdale, AZ,London, United Kingdom,2016,Consulting
Sr DevSecOps Engineer,74000,145000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Software Engineer,74000,145000,"Atrilogy Solutions Group, Inc.",4.9,Phoenix, AZ,Irvine, CA,2000,IT Services
Java Engineer (Full Stack developer),74000,145000,Apex 2000,3.0,Phoenix, AZ,Chantilly, VA,2000,Computer Hardware & Software
Cloud Engineer,74000,145000,VentureSoft Global,4.5,Phoenix, AZ,Pleasanton, CA,1996,IT Services
(Big Data Developer) Applications Systems Engineer 4,66000,122000,Wells Fargo,3.6,Chandler, AZ,San Francisco, CA,1852,Banks & Credit Unions
Sr Big Data Engineer,66000,122000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Cloud Services Engineer,66000,122000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Senior Software Engineer,66000,122000,Sendoso,4.4,Scottsdale, AZ,San Francisco, CA,2016,Enterprise Software & Network Solutions
"Solution Engineer - Melbourne, Australia",66000,122000,InEight,3.8,Scottsdale, AZ,Scottsdale, AZ,1989,Computer Hardware & Software
Java Back End Engineer,66000,122000,CYNET SYSTEMS,4.0,Phoenix, AZ,Ashburn, VA,2010,IT Services
Senior .Net Engineer,66000,122000,Digital Air Strike,3.9,Scottsdale, AZ,Scottsdale, AZ,2010,Computer Hardware & Software
Java Vert.x Engineer,66000,122000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Data Modeler Architect,118000,187000,Nucleusteq,5.0,Phoenix, AZ,Phoenix, AZ,2018,IT Services
Sr DevSecOps Engineer,118000,187000,MUFG,3.1,Tempe, AZ,Tokyo, Japan,1864,Banks & Credit Unions
Cloud Engineer,118000,187000,VentureSoft Global,4.5,Phoenix, AZ,Pleasanton, CA,1996,IT Services
System Validation Engineer,118000,187000,Intel Corporation,4.0,Phoenix, AZ,Santa Clara, CA,1968,Computer Hardware & Software
Java Engineer (Full Stack developer),118000,187000,Apex 2000,3.0,Phoenix, AZ,Chantilly, VA,2000,Computer Hardware & Software
Software Engineer,118000,187000,Limelight Networks,3.2,Tempe, AZ,Tempe, AZ,2001,IT Services
Sr. Software Engineer 2,70000,138000,Shutterfly,3.2,Tempe, AZ,Redwood City, CA,1999,Internet
Senior Software Engineer,70000,138000,Choice Hotels,3.4,Phoenix, AZ,Rockville, MD,1939,"Hotels, Motels, & Resorts"
"Lead, Network Engineer",70000,138000,Humana,3.6,Phoenix, AZ,Louisville, KY,1961,Insurance Carriers
Packaging R&D Engineer Intern,70000,138000,Intel,4.0,Phoenix, AZ,Santa Clara, CA,1968,Computer Hardware & Software
Database Engineer SQL,70000,138000,Foresight Intelligence,3.5,Scottsdale, AZ,Scottsdale, AZ,2008,Computer Hardware & Software
"Lead Engineer, Fuel Cell Systems Testing",70000,138000,Nikola Motor Company,4.6,Phoenix, AZ,Phoenix, AZ,2014,Transportation Equipment Manufacturing
Sr Software Development Engineer In Test,57000,92000,Truckstop.com,3.5,Phoenix, AZ,New Plymouth, ID,1995,Logistics & Supply Chain
Cloud Services Engineer,57000,92000,IntraEdge,3.8,Phoenix, AZ,Chandler, AZ,2002,IT Services
Scrum Quality Assurance Automation Engineer,57000,92000,SunSoft Online,4.9,Phoenix, AZ,Scottsdale, AZ,2006,Consulting
DevOps Engineer (MediaCloud/MediaOps) - Fox Technology,57000,92000,Fox Corporation,4.0,Phoenix, AZ,New York, NY,2019,TV Broadcast & Cable Networks
"Solution Engineer - Melbourne, Australia",57000,92000,InEight,3.8,Scottsdale, AZ,Scottsdale, AZ,1989,Computer Hardware & Software
Cloud Infrastructure Engineer,57000,92000,Tahzoo,2.9,Phoenix, AZ,Washington, DC,2010,Advertising & Marketing
